Α/Α Διαγωνιστικής Διαδικασίας;Συνοπτικός Τίτλος;Τίτλος/Αντικείμενο;Προϋπολογισμός (€ χωρίς ΦΠΑ);Ημ/νία Δημοσίευσης στο Portal;Ημ/νία Έναρξης Υποβολών;Καταληκτική Ημ/νία Υποβολών;Κωδικός CPV;Περιγραφή CPV;Αναθέτουσα Αρχή/Αναθέτων Φορέας;Τόπος Παράδοσης;Κατάσταση;Link
367734;ΔΙΑΚΗΡΥΞΗ ΗΛΕΚΤΡΟΝΙΚΟΥ ΔΙΑΓΩΝΙΣΜΟΥ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΕΝΔΟΜΥΕΛΙΚΩΝ ΗΛΩΝ;ΔΙΑΚΗΡΥΞΗ ΔΗΜΟΣΙΟΥ ΑΝΟΙΚΤΟΥ ΗΛΕΚΤΡΟΝΙΚΟΥ ΔΙΑΓΩΝΙΣΜΟΥ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ ΕΝΔΟΜΥΕΛΙΚΩΝ ΗΛΩΝ;112.732;2025-02-17;2025-03-02;2025-03-09;33141700-7;Ορθοπεδικά υλικά;Γ.Ν. ΑΝΑΤΟΛ. ΑΧΑΪΑΣ(ΑΙΓΙΟ-ΚΑΛΑΒΡΥΤΑ), ., ., .;Άνω Βουλωμένο Αίγιο ΑΙΓΙΟ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367734
366987,1;Υπ' αριθ. 3/2025 Διακήρυξη / ΓΔΟΥΕΣ;Προμήθεια «εξοπλισμού για εκσυγχρονισμό των εργαστηρίων ανάλυσης αυτοσχέδιων εκρηκτικών μηχανισμών και ηλεκτρονικών της Διεύθυνσης Εγκληματολογικών Ερευνών», με κωδικό ΟΠΣ (MIS) 6016626 στο πλαίσιο του Ταμείου Εσωτερικής Ασφάλειας (ISF) της Προγραμματικής Περιόδου 2021-2027.;1.246.693;2025-02-17;2025-02-17;2025-03-24;30200000-1,32000000-3,33111800-9,33114000-2,35125100-7,38433000-9,38510000-3,38511100-1,38650000-6,38651600-9;Αισθητήρες,Διαγνωστικό σύστημα ακτίνων Χ,Εξοπλισμός ηλεκτρονικών υπολογιστών και προμήθειες,Εξοπλισμός ραδιοφωνίας, τηλεόρασης, επικοινωνιών, τηλεπικοινωνιών και συναφής εξοπλισμός,Ηλεκτρονικά μικροσκόπια σάρωσης,Μικροσκόπια,Συσκευές φασματοσκοπίας,Φασματοφωτόμετρα,Φωτογραφικός εξοπλισμός,Ψηφιακές κάμερες;ΕΛΛΗΝΙΚΗ ΑΣΤΥΝΟΜΙΑ, ΑΡΧΗΓΕΙΟ ΕΛΛΗΝΙΚΗΣ ΑΣΤΥΝΟΜΙΑΣ, ΠΡΟΜΗΘΕΙΩΝ, ΔΙΕΝΕΡΓΕΙΑΣ ΤΑΚΤΙΚΩΝ ΔΙΑΓΩΝΙΣΤΙΚΩΝ ΔΙΑΔΙΚΑΣΙΩΝ;Κανελλοπούλου 4 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366987,1
366408,1;ΠΡΟΜΗΘΕΙΑ ΤΡΟΦΙΜΩΝ;;80.374;2025-02-17;2025-02-03;2025-02-19;03200000-3,15110000-2,15500000-3,15811100-7,15851100-9;Γαλακτοκομικά προϊόντα,Δημητριακά, πατάτες, λαχανικά, φρούτα και ξηροί καρποί,Κρέας,Μη μαγειρεμένα ζυμαρικά,Ψωμί;ΔΗΜΟΣ ΜΟΝΕΜΒΑΣΙΑΣ, ., ., .;Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366408,1
367583;Αμοιβή ναυαγοσώστη για την πολυσύχναστη παραλία στον οικισμό Μπαλί Τ.Κ. Μελιδονί;Αμοιβή ναυαγοσώστη για την πολυσύχναστη παραλία στον οικισμό Μπαλί Τ.Κ. Μελιδονίου Δ.Ε. Γεροποτάμου;48.387;2025-02-17;2025-02-17;2025-03-10;60443100-6;Υπηρεσίες εναέριας-θαλάσσιας διάσωσης;ΔΗΜΟΣ ΜΥΛΟΠΟΤΑΜΟΥ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367583
367760;ΠΡΟΜΗΘΕΙΑ ΑΝΤΙΔΡΑΣΤΗΡΙΩΝ ΑΙΜΑΤΟΛΟΓΙΚΩΝ ΕΞΕΤΑΣΕΩΝ ΜΕ ΣΥΝΟΔΟ ΕΞΟΠΛΙΣΜΟ;Αντικείμενο της σύμβασης είναι η προμήθεια Αιματολογικών Αντιδραστηρίων με ταυτόχρονη παραχώρηση συνοδού εξοπλισμού για το Γ.Ν. Λιβαδειάς -Γ.Ν. Θήβας /Αποκεντρωμένη Οργανική Μονάδα Θήβας, συμπεριλαμβανομένων των ελέγχων ποιότητας, βαθμονομήσεων και αναλώσιμων υλικών.;70.000;2025-02-17;2025-02-18;2025-03-07;33696500-0;Αντιδραστήρια εργαστηρίων;Γ.Ν. ΛΙΒΑΔΕΙΑΣ-Γ.Ν. ΘΗΒΩΝ, ., ΔΙΟΙΚΗΤΙΚΟΥ ΟΙΚΟΝΟΜΙΚΟΥ, ΠΡΟΜΗΘΕΙΩΝ;Αβέρωφ 12 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367760
367120;Προμήθεια αναλώσιμων εκτυπωτών - πολυμηχανημάτων Σχολικών Μονάδων;"Ανοιχτός ηλεκτρονικός διαγωνισμός κάτω των ορίων του Δήμου Ελευσίνας με τίτλο: ""Προμήθεια αναλώσιμων εκτυπωτών - πολυμηχανημάτων Σχολικών Μονάδων"", συνολικού προϋπολογισμού 48.296,46 € - μη συμπεριλαμβανόμενου Φ.Π.Α. 24%- με κριτήριο κατακύρωσης την πλέον συμφέρουσα από οικονομικής άποψης βάσει τιμής (χαμηλότερη τιμή). Προσφορές υποβάλλονται για το σύνολο των ειδών.";48.292;2025-02-17;2025-02-17;2025-03-06;30125110-5;Τόνερ για εκτυπωτές λέιζερ/συσκευές τηλεομοιοτυπίας;ΔΗΜΟΣ ΕΛΕΥΣΙΝΑΣ, ., ., ΠΟΛΙΤΙΚΩΝ ΟΡΓΑΝΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367120
366879;ΔΙΑΚΗΡΥΞΗ 1/2025;Ηλεκτρονικός διαγωνισμός με ανοικτή διαδικασία (άνω των ορίων) μέσω Ε.Σ.Η.Δ.Η.Σ. για την παροχή υπηρεσιών καθαριότητας στις κτηριακές εγκαταστάσεις των Υπηρεσιών της Διεύθυνσης Αστυνομίας Ηρακλείου, για το χρονικό διάστημα από 01-01-2026 έως 31-12-2026, με κριτήριο της πλέον συμφέρουσας από οικονομική άποψη προσφοράς, βάσει τιμής, με δικαίωμα προαίρεσης της αρχικής σύμβασης για ένα επιπλέον έτος (01-01-2027 έως 31-12-2027).;140.400;2025-02-17;2025-02-17;2025-03-21;90910000-9;Υπηρεσίες καθαρισμού;ΕΛΛΗΝΙΚΗ ΑΣΤΥΝΟΜΙΑ, ΓΕΝΙΚΗ ΠΕΡΙΦΕΡΕΙΑΚΗ ΑΣΤΥΝΟΜΙΚΗ ΔΙΕΥΘΥΝΣΗ ΚΡΗΤΗΣ, ΔΙΕΥΘΥΝΣΗ ΑΣΤΥΝΟΜΙΑΣ ΗΡΑΚΛΕΙΟΥ, Γ.Δ.Υ.Ε./ΜΕΡΙΚΗ ΔΙΑΧΕΙΡΙΣΗ;ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ 20 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366879
367675;ΣΥΝΤ. ΚΑΙ ΒΕΛΤΙΩΣΗ ΥΦΙΣΤΑΜΕΝΩΝ ΥΔΡΕΥΤΙΚΩΝ ΓΕΩΤΡΗΣΕΩΝ ΚΑΙ ΑΝΤΛΙΟΣΤΑΣΙΩΝ 776/25;ΣΥΝΤΗΡΗΣΗ ΚΑΙ ΒΕΛΤΙΩΣΗ ΥΦΙΣΤΑΜΕΝΩΝ ΥΔΡΕΥΤΙΚΩΝ ΓΕΩΤΡΗΣΕΩΝ ΚΑΙ ΑΝΤΛΙΟΣΤΑΣΙΩΝ ΔΗΜΟΥ ΠΑΓΓΑΙΟΥ αρ. διακήρ: 776/2025;150.000;2025-02-17;2025-02-17;2025-03-04;51100000-3;Υπηρεσίες εγκατάστασης ηλεκτροκινητήρων, γεννητριών και μετασχηματιστών;Δ.Ε.Υ.Α. ΔΗΜΟΥ ΠΑΓΓΑΙΟΥ, ., ., ΤΕΧΝΙΚΗ ΥΠΗΡΕΣΙΑ ΔΕΥΑΠ (ΥΠΑΛΛΗΛΟΣ);Όπως αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367675
367067;ΔΙΑΚ.5/2025 - ΥΛΙΚA ΚΑΘΑΡΙΟΤΗΤΑΣ & ΠΡΟΙΟΝΤA ΑΤΟΜΙΚΗΣ ΠΕΡΙΠΟΙΗΣΗΣ;ΔΙΑΚΗΡΥΞΗ Αριθμ. 5η/2025 ΔΗΜΟΣΙΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΑΝΟΙΚΤΗΣ ΔΙΑΔΙΚΑΣΙΑΣ Για την προμήθεια ΥΛΙΚΩΝ ΚΑΘΑΡΙΟΤΗΤΑΣ & ΠΡΟΙΟΝΤΩΝ ΑΤΟΜΙΚΗΣ ΠΕΡΙΠΟΙΗΣΗΣ του Γ.Ν. ΔΡΑΜΑΣ προϋπολογισμού 134.823,96€ με το ΦΠΑ για ένα (1) έτος με κριτήριο κατακύρωσης την πλέον συμφέρουσα προσφορά από οικονομική άποψη, βάσει τιμής;107.929;2025-02-17;2025-02-18;2025-03-07;33700000-7,39830000-9;Προϊόντα ατομικής περιποίησης,Προϊόντα καθαρισμού;Γ.Ν. ΔΡΑΜΑΣ, ., ., ΓΡΑΦΕΙΟ ΠΡΟΜΗΘΕΙΩΝ;Αβέρωφ 12 Αθήνα;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367067
366325;ΑΠΟΜΑΚΡΥΝΣΗ ΚΟΜΜΕΝΩΝ ΚΟΡΜΩΝ ΕΠΙ ΤΩΝ ΠΕΖΟΔΡΟΜΙΩΝ;ΑΠΟΜΑΚΡΥΝΣΗ ΚΟΜΜΕΝΩΝ ΚΟΡΜΩΝ ΕΠΙ ΤΩΝ ΠΕΖΟΔΡΟΜΙΩΝ, ΑΡ. ΜΕΛΕΤΗΣ 7/2024, ΑΡ. ΔΙΑΚΗΡΥΞΗΣ 84/3218/2025;20.137;2025-02-17;2025-02-17;2025-03-21;77211400-6;Υπηρεσίες κοπής δένδρων;ΔΗΜΟΣ ΘΕΡΜΑΪΚΟΥ, ., ΟΙΚΟΝΟΜΙΚΩΝ ΥΠΗΡΕΣΙΩΝ, .;Μ. ΑΛΕΞΑΝΔΡΟΥ 2 ΠΕΡΑΙΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366325
366810;Προμήθεια Κάδων Απορριμμάτων;Προμήθεια επί εδάφους κάδων μεγάλης χωρητικότητας για το έτος 2025 (1.500-2.500 λίτρων). Εκτιμώμενη Αξία 50.400,00 € χωρίς Φ.Π.Α. Διάρκεια Υλοποίησης έως 31.12.2025.;50.400;2025-02-17;2025-02-17;2025-03-05;44613700-7;Απορριμματοφόροι κάδοι;ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ, ΥΛΙΚΩΝ, ΕΞΟΠΛΙΣΜΟΥ ΚΑΙ ΥΠΗΡΕΣΙΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/366810
367231;Προμήθεια Θραυστών;Προμήθεια Θραυστών Υλικών και Αυτούσιων Αμμοχάλικων για Συντήρηση Αγροτικών Οδών για το έτος 2025, Συνολική Εκτιμώμενη Αξία : 36.288,50 € χωρίς Φ.Π.Α. 24%, 44.997,74 € συμπεριλαμβανομένου του Φ.Π.Α. 24% (Φ.Π.Α ίσο με 8.709,24 €). Αρ. Μελέτης : 17/2025.;36.288;2025-02-17;2025-02-17;2025-03-04;14210000-6;Αμμοχάλικο, άμμος, λιθοτρίμματα και αδρανή υλικά;ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ, ΥΛΙΚΩΝ, ΕΞΟΠΛΙΣΜΟΥ ΚΑΙ ΥΠΗΡΕΣΙΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367231
367040;Ναυαγοσωστική Κάλυψη;Ναυαγοσωστική Κάλυψη των Πολυσύχναστων Ακτών του Δήμου Κομοτηνής για το έτος 2025, εκτιμώμενης αξίας 161.966,23 € χωρίς Φ.Π.Α. 24%, Διάρκεια υλοποίησης από 01.06.2025 έως και 30.09.2025.;161.966;2025-02-17;2025-02-17;2025-03-07;75252000-7;Υπηρεσίες διάσωσης;ΔΗΜΟΣ ΚΟΜΟΤΗΝΗΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ, ΥΛΙΚΩΝ, ΕΞΟΠΛΙΣΜΟΥ ΚΑΙ ΥΠΗΡΕΣΙΩΝ;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367040
367782;Προμήθεια πλωτής προβλήτας εποχιακής χρήσης;Προμήθεια πλωτής προβλήτας εποχιακής χρήσης;140.000;2025-02-16;2025-02-16;2025-03-04;45244200-1;Προβλήτες;ΔΗΜΟΤΙΚΟ ΛΙΜΕΝΙΚΟ ΤΑΜΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ, -, -, -;Δ. ΣΩΤΗΡΙΟΥ & Θ. ΣΚΟΠΕΛΙΤΗ 1 ΜΑΡΚΟΠΟΥΛΟ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367782
367720;ΔΙΑΚΗΡΥΞΗ 1/2025 ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΤΗΛΕΟΠΤΙΚΗΣ ΚΑΛΥΨΗΣ ΚΑΙ ΠΑΡΑΓΩΓΗΣ;ΔΙΑΚΗΡΥΞΗ 1/2025 ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΤΗΛΕΟΠΤΙΚΗΣ ΚΑΛΥΨΗΣ ΚΑΙ ΠΑΡΑΓΩΓΗΣ;180.000;2025-02-15;2025-02-15;2025-03-04;92221000-6;Υπηρεσίες τηλεοπτικών παραγωγών;ΟΡΓΑΝΩΤΙΚΗ ΕΠΙΤΡΟΠΗ ΔΙΟΡΓΑΝΩΣΕΩΝ ΠΟΔΗΛΑΣΙΑΣ (Ο.Ε.Δ.Π.), ., ., .;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367720
367713;Τμήμα 4: Αξονικός τομογράφος;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Εργαστηριακός, Καρδιολογικός και Απεικονιστικός Εξοπλισμός, Τμήμα 4: Αξονικός τομογράφος;360.000;2025-02-14;2025-02-14;2025-03-21;33000000-0;Ιατρικές συσκευές, φαρμακευτικά προϊόντα και προϊόντα ατομικής περιποίησης;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367713
367712;Τμήμα 3: Απεικονιστικά μηχανήματα;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Εργαστηριακός, Καρδιολογικός και Απεικονιστικός Εξοπλισμός, Τμήμα 3: Απεικονιστικά μηχανήματα;20.811.600;2025-02-14;2025-02-14;2025-03-21;33000000-0;Ιατρικές συσκευές, φαρμακευτικά προϊόντα και προϊόντα ατομικής περιποίησης;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;ΠΛΑΤΕΙΑ ΚΑΝΙΓΓΟΣ 20 ΑΘΗΝΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367712
367711;Τμήμα 2: Καρδιολογικός εξοπλισμός;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Εργαστηριακός, Καρδιολογικός και Απεικονιστικός Εξοπλισμός, Τμήμα 2: Καρδιολογικός εξοπλισμός;7.858.970;2025-02-14;2025-02-14;2025-03-21;33141620-2;Ιατρικοί εξοπλισμοί;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367711
367710;Τμήμα 1: Εργαστηριακός εξοπλισμός;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Εργαστηριακός, Καρδιολογικός και Απεικονιστικός Εξοπλισμός, Τμήμα 1: Εργαστηριακός εξοπλισμός;15.779.760;2025-02-14;2025-02-14;2025-03-21;33141620-2;Ιατρικοί εξοπλισμοί;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367710
367718;Τμήμα 5: Συμπυκνωτής οξυγόνου;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Ιατρικός, Χειρουργικός και Οδοντιατρικός εξοπλισμός;880.000;2025-02-14;2025-02-14;2025-03-21;33000000-0;Ιατρικές συσκευές, φαρμακευτικά προϊόντα και προϊόντα ατομικής περιποίησης;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367718
367717;Τμήμα 4: Οδοντιατρικός εξοπλισμός;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Ιατρικός, Χειρουργικός και Οδοντιατρικός εξοπλισμός;913.000;2025-02-14;2025-02-14;2025-03-21;33141620-2;Ιατρικοί εξοπλισμοί;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367717
367716;Τμήμα 3: Λοιπός ιατρικός εξοπλισμός;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Ιατρικός, Χειρουργικός και Οδοντιατρικός εξοπλισμός;894.835;2025-02-14;2025-02-14;2025-03-21;33141620-2;Ιατρικοί εξοπλισμοί;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367716
367715;Τμήμα 2: Χειρουργικός εξοπλισμός;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Ιατρικός, Χειρουργικός και Οδοντιατρικός εξοπλισμός;828.600;2025-02-14;2025-02-14;2025-03-21;33141620-2;Ιατρικοί εξοπλισμοί;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367715
367714;Τμήμα 1: Ιατρικός εξοπλισμός;Αναβάθμιση Ιατρικού Εξοπλισμού Π.Φ.Υ - Προμήθεια Ιατροτεχνολογικού Εξοπλισμού Μονάδων Διαχείρισης Χρονίων Παθήσεων - Ιατρικός, Χειρουργικός και Οδοντιατρικός εξοπλισμός;767.302;2025-02-14;2025-02-14;2025-03-21;33141620-2;Ιατρικοί εξοπλισμοί;ΕΛΛΗΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΜΜΕΤΟΧΩΝ ΚΑΙ ΠΕΡΙΟΥΣΙΑΣ ΑΕ, -, -, -;Αναφέρεται στους όρους της Διακήρυξης;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367714
367667;Δ.Σ.8/2025 ΡΑΜΜΑΤΑ;ΔΙΑΚΗΡΥΞΗ Αριθ. Δ.Σ.8/2024 ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΚΑΤΩ ΤΩΝ ΟΡΙΩΝ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ «ΡΑΜΜΑΤΩΝ» (33141126-9), ΜΕ ΚΡΙΤΗΡΙΟ ΚΑΤΑΚΥΡΩΣΗΣ ΤΗΝ ΠΛΕΟΝ ΣΥΜΦΕΡΟΥΣΑ ΑΠΟ ΟΙΚΟΝΟΜΙΚΗΣ ΑΠΟΨΗΣ ΠΡΟΣΦΟΡΑ ΜΟΝΟ ΒΑΣΕΙ ΤΙΜΗΣ, ΣΥΝΟΛΙΚΟΥ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ: 15.355,89€ ΣΥΜΠ/ΝΟΥ ΦΠΑ, ΓΙΑ ΕΝΑ (1) ΕΤΟΣ ΚΑΙ ΜΕ ΔΙΚΑΙΩΜΑ ΤΟΥ ΝΟΣΟΚΟΜΕΙΟΥ ΝΑ ΤΗΝ ΠΑΡΑΤΕΙΝΕΙ ΓΙΑ ΕΝΑ (1) ΕΤΟΣ ΜΕ ΜΟΝΟΜΕΡΗ ΑΠΟΦΑΣΗ ΤΟΥ ΠΡΙΝ ΤΗ ΛΗΞΗ ΑΥΤΗΣ ΜΕ ΤΟΥΣ ΙΔΙΟΥΣ ΟΡΟΥΣ ΤΗΣ ΑΡΧΙΚΗΣ ΣΥΜΒΑΣΗΣ ΚΑΙ ΜΕ ΤΟ ΑΝΤΙΣΤΟΙΧΟ ΠΟΣΟ ΓΙΑ ΤΙΣ ΑΝΑΓΚΕΣ ΤΟΥ Γ.Ν.ΑΡΤΑΣ.;13.589;2025-02-14;2025-02-14;2025-03-12;33141126-9;Ράμματα;Γ.Ν. ΑΡΤΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;Λόφος Περάνθης ΆΡΤΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/367667
359250;ΔΣ 9/2025 ΥΛΙΚΑ ΓΙΑ ΑΝΑΙΣΘΗΣΙΑ ΑΝΑΝΗΨΗ ΚΑΙ ΜΕΘ;ΔΙΑΚΗΡΥΞΗ Αριθ. Δ.Σ. 9/2025 ΑΝΟΙΚΤΟΣ ΗΛΕΚΤΡΟΝΙΚΟΣ ΔΙΑΓΩΝΙΣΜΟΣ ΚΑΤΩ ΤΩΝ ΟΡΙΩΝ ΓΙΑ ΤΗΝ ΠΡΟΜΗΘΕΙΑ «ΥΛΙΚΑ ΓΙΑ ΑΝΑΙΣΘΗΣΙΑ- ΑΝΑΝΗΨΗ ΚΑΙ ΜΕΘ», CPV:33170000-2, ΜΕ ΚΡΙΤΗΡΙΟ ΚΑΤΑΚΥΡΩΣΗΣ ΤΗΝ ΠΛΕΟΝ ΣΥΜΦΕΡΟΥΣΑ ΑΠΟ ΟΙΚΟΝΟΜΙΚΗΣ ΑΠΟΨΗΣ ΠΡΟΣΦΟΡΑ ΜΟΝΟ ΒΑΣΕΙ ΤΙΜΗΣ, ΣΥΝΟΛΙΚΟΥ ΠΡΟΫΠΟΛΟΓΙΣΜΟΥ: 160.478,65€ ΣΥΜΠ/ΝΟΥ ΦΠΑ, ΓΙΑ ΔΥΟ (2) ΕΤΗ ΓΙΑ ΤΙΣ ΑΝΑΓΚΕΣ ΤΟΥ Γ.Ν.ΑΡΤΑΣ;47.201;2025-02-14;2025-02-14;2025-03-13;33170000-2;Αναισθησία και ανάνηψη;Γ.Ν. ΑΡΤΑΣ, ., ., ΠΡΟΜΗΘΕΙΩΝ;Λόφος Περάνθης ΆΡΤΑ;ΕΝΕΡΓΟΣ;https://nepps-search.eprocurement.gov.gr/actSearch/resources/search/359250
